country_year;index_for_pop_infl;CO2;Country of birth/nationality;VAR;;Variable;GEN;Gender;COU;Country;YEA;Year;foreign_popul_stock;Flag Codes;Flags;year_min_1;country_year_min_1;foreign_popul_stock_min_1;foreign_popul_diff;foreign_popul_pct_change;For_pop_inflow;year_min2;country_year_min_2;foreign_popul_stock_min_2
Poland2011;Poland2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2011;2011;79338;;;2010;Poland2010;75210;4128;0.054886318;41336;2009;Poland2009;60431
Poland2012;Poland2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2012;2012;85829;;;2011;Poland2011;79338;6491;0.081814515;47131;2010;Poland2010;75210
Poland2013;Poland2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2013;2013;93265;;;2012;Poland2012;85829;7436;0.086637384;19796;2011;Poland2011;79338
Poland2014;Poland2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2014;2014;101204;;;2013;Poland2013;93265;7939;0.085123037;13193;2012;Poland2012;85829
Poland2015;Poland2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2015;2015;108279;;;2014;Poland2014;101204;7075;0.069908304;33494;2013;Poland2013;93265
Poland2016;Poland2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2016;2016;149586;;;2015;Poland2015;108279;41307;0.381486715;40509;2014;Poland2014;101204
Poland2017;Poland2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2017;2017;210328;;;2016;Poland2016;149586;60742;0.406067413;49016;2015;Poland2015;108279
Poland2018;Poland2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;POL;Poland;2018;2018;239230;;;2017;Poland2017;210328;28902;0.137413944;#N/A;2016;Poland2016;149586
Canada2001;Canada2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CAN;Canada;2001;2001;1568645;;;2000;Canada2000;#N/A;#N/A;#N/A;127017;1999;Canada1999;#N/A
Canada2006;Canada2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CAN;Canada;2006;2006;1758870;;;2005;Canada2005;#N/A;#N/A;#N/A;129514;2004;Canada2004;#N/A
Canada2011;Canada2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CAN;Canada;2011;2011;1957000;;;2010;Canada2010;#N/A;#N/A;#N/A;126941;2009;Canada2009;#N/A
Canada2016;Canada2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;CAN;Canada;2016;2016;2404815;;;2015;Canada2015;#N/A;#N/A;#N/A;152060;2014;Canada2014;#N/A
Belgium1947;Belgium1947Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1947;1947;367600;;;1946;Belgium1946;#N/A;#N/A;#N/A;#N/A;1945;Belgium1945;#N/A
Belgium1961;Belgium1961Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1961;1961;453500;;;1960;Belgium1960;#N/A;#N/A;#N/A;#N/A;1959;Belgium1959;#N/A
Belgium1970;Belgium1970Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1970;1970;696300;;;1969;Belgium1969;#N/A;#N/A;#N/A;#N/A;1968;Belgium1968;#N/A
Belgium1981;Belgium1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1981;1981;878600;;;1980;Belgium1980;#N/A;#N/A;#N/A;#N/A;1979;Belgium1979;#N/A
Belgium1985;Belgium1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1985;1985;897600;;;1984;Belgium1984;#N/A;#N/A;#N/A;37542;1983;Belgium1983;#N/A
Belgium1986;Belgium1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1986;1986;846500;;;1985;Belgium1985;897600;-51100;-0.05692959;39296;1984;Belgium1984;#N/A
Belgium1987;Belgium1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1987;1987;853200;;;1986;Belgium1986;846500;6700;0.007914944;40095;1985;Belgium1985;897600
Belgium1988;Belgium1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1988;1988;858700;;;1987;Belgium1987;853200;5500;0.00644632;38231;1986;Belgium1986;846500
Belgium1989;Belgium1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1989;1989;868800;;;1988;Belgium1988;858700;10100;0.011761966;43549;1987;Belgium1987;853200
Belgium1990;Belgium1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1990;1990;880800;;;1989;Belgium1989;868800;12000;0.013812155;50469;1988;Belgium1988;858700
Belgium1991;Belgium1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1991;1991;904500;;;1990;Belgium1990;880800;23700;0.026907357;54130;1989;Belgium1989;868800
Belgium1992;Belgium1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1992;1992;922500;;;1991;Belgium1991;904500;18000;0.019900498;55050;1990;Belgium1990;880800
Belgium1993;Belgium1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1993;1993;909265;;;1992;Belgium1992;922500;-13235;-0.014346883;53042;1991;Belgium1991;904500
Belgium1994;Belgium1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1994;1994;920018;;;1993;Belgium1993;909265;10753;0.011826035;55965;1992;Belgium1992;922500
Belgium1995;Belgium1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1995;1995;922338;;;1994;Belgium1994;920018;2320;0.00252169;53138;1993;Belgium1993;909265
Belgium1996;Belgium1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1996;1996;909769;;;1995;Belgium1995;922338;-12569;-0.013627325;51884;1994;Belgium1994;920018
Belgium1997;Belgium1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1997;1997;911921;;;1996;Belgium1996;909769;2152;0.002365436;49240;1995;Belgium1995;922338
Belgium1998;Belgium1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1998;1998;903120;;;1997;Belgium1997;911921;-8801;-0.009651055;50693;1996;Belgium1996;909769
Belgium1999;Belgium1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;1999;1999;891980;;;1998;Belgium1998;903120;-11140;-0.012335016;29276;1997;Belgium1997;911921
Belgium2000;Belgium2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2000;2000;897110;;;1999;Belgium1999;891980;5130;0.00575125;29210;1998;Belgium1998;903120
Belgium2001;Belgium2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2001;2001;861685;;;2000;Belgium2000;897110;-35425;-0.039487911;32996;1999;Belgium1999;891980
Belgium2002;Belgium2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2002;2002;846734;;;2001;Belgium2001;861685;-14951;-0.017350888;35564;2000;Belgium2000;897110
Belgium2003;Belgium2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2003;2003;850077;;;2002;Belgium2002;846734;3343;0.003948111;36177;2001;Belgium2001;861685
Belgium2004;Belgium2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2004;2004;860287;;;2003;Belgium2003;850077;10210;0.012010677;37976;2002;Belgium2002;846734
Belgium2005;Belgium2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2005;2005;870862;;;2004;Belgium2004;860287;10575;0.012292409;40159;2003;Belgium2003;850077
Belgium2006;Belgium2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2006;2006;900473;;;2005;Belgium2005;870862;29611;0.034001943;42406;2004;Belgium2004;860287
Belgium2007;Belgium2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2007;2007;932161;;;2006;Belgium2006;900473;31688;0.035190394;46066;2005;Belgium2005;870862
Belgium2008;Belgium2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2008;2008;971448;;;2007;Belgium2007;932161;39287;0.042146153;52678;2006;Belgium2006;900473
Belgium2009;Belgium2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2009;2009;1013260;;;2008;Belgium2008;971448;41812;0.043040904;53007;2007;Belgium2007;932161
Belgium2010;Belgium2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2010;2010;1057666;;;2009;Belgium2009;1013260;44406;0.043824882;58041;2008;Belgium2008;971448
Belgium2011;Belgium2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2011;2011;1119256;;;2010;Belgium2010;1057666;61590;0.058231994;58870;2009;Belgium2009;1013260
Belgium2012;Belgium2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2012;2012;1169064;;;2011;Belgium2011;1119256;49808;0.04450099;60811;2010;Belgium2010;1057666
Belgium2013;Belgium2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2013;2013;1257210;;;2012;Belgium2012;1169064;88146;0.075398781;56687;2011;Belgium2011;1119256
Belgium2014;Belgium2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2014;2014;1268081;;;2013;Belgium2013;1257210;10871;0.008646925;51380;2012;Belgium2012;1169064
Belgium2015;Belgium2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2015;2015;1276903;;;2014;Belgium2014;1268081;8822;0.006956969;56731;2013;Belgium2013;1257210
Belgium2016;Belgium2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2016;2016;1333243;;;2015;Belgium2015;1276903;56340;0.04412238;49347;2014;Belgium2014;1268081
Belgium2017;Belgium2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2017;2017;1366500;;;2016;Belgium2016;1333243;33257;0.02494444;52466;2015;Belgium2015;1276903
Belgium2018;Belgium2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;BEL;Belgium;2018;2018;1388900;;;2017;Belgium2017;1366500;22400;0.016392243;#N/A;2016;Belgium2016;1333243
Luxembourg1981;Luxembourg1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1981;1981;95800;;;1980;Luxembourg1980;#N/A;#N/A;#N/A;#N/A;1979;Luxembourg1979;#N/A
Luxembourg1985;Luxembourg1985Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1985;1985;96900;;;1984;Luxembourg1984;#N/A;#N/A;#N/A;6582;1983;Luxembourg1983;#N/A
Luxembourg1986;Luxembourg1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1986;1986;97900;;;1985;Luxembourg1985;96900;1000;0.010319917;7448;1984;Luxembourg1984;#N/A
Luxembourg1987;Luxembourg1987Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1987;1987;97300;;;1986;Luxembourg1986;97900;-600;-0.006128703;7158;1985;Luxembourg1985;96900
Luxembourg1988;Luxembourg1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1988;1988;102800;;;1987;Luxembourg1987;97300;5500;0.056526208;8238;1986;Luxembourg1986;97900
Luxembourg1989;Luxembourg1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1989;1989;105800;;;1988;Luxembourg1988;102800;3000;0.029182879;8354;1987;Luxembourg1987;97300
Luxembourg1990;Luxembourg1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1990;1990;106900;;;1989;Luxembourg1989;105800;1100;0.010396975;9310;1988;Luxembourg1988;102800
Luxembourg1991;Luxembourg1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;LUX;Luxembourg;1991;1991;113000;;;1990;Luxembourg1990;106900;6100;0.057062675;9975;1989;Luxembourg1989;105800
